id,loan_limit,gender,approv_in_adv,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,defaulted,dtir1,credit_score_band
82458,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,96500,3.99,0.39,96500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,1800,EQUI,890,EXP,25-34,TO_INST,75.15,SOUTH,1,39,850-900
161210,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,426500,5.25,1.39,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,1248000,SB,IR,HOME,5760,CRIF,626,EXP,55-64,NOT_INST,34.17,NORTH,0,31,600-649
130926,CF,MALE,NOPRE,L1,NOPC,B/C,386500,3.50,0.38,386500,360,NEG_AMM,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,5760,EXP,631,CIB,35-44,NOT_INST,84.39,NORTH,0,39,600-649
169267,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,86500,3.99,0.39,86500,360,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,1020,CIB,788,CIB,55-64,TO_INST,48.60,SOUTH,1,46,750-799
57377,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,126500,4.50,0.57,126500,360,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,1920,EXP,681,CIB,55-64,TO_INST,71.07,NORTH,0,45,650-699
110913,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,136500,3.99,0.39,136500,324,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,5400,CIB,701,EXP,55-64,TO_INST,76.69,SOUTH,1,28,700-749
162024,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,106500,4.50,1.13,106500,360,NOT_NEG,NOT_INT,NOT_LPSM,168000,SB,PR,HOME,1740,CIB,735,CIB,25-34,TO_INST,63.39,SOUTH,0,41,700-749
99252,CF,MALE,NOPRE,L1,NOPC,NOB/C,386500,3.99,0.39,386500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,7080,EQUI,880,EXP,45-54,TO_INST,75.15,SOUTH,1,39,850-900
47857,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,256500,3.75,0.25,256500,360,NEG_AMM,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,3180,EXP,797,CIB,55-64,TO_INST,58.56,SOUTH,0,44,750-799
61468,CF,MALE,NOPRE,L1,NOPC,B/C,176500,4.50,1.05,176500,360,NEG_AMM,NOT_INT,NOT_LPSM,188000,SB,PR,HOME,3180,CIB,512,CIB,45-54,TO_INST,93.88,NORTH,0,60,500-549
128578,CF,MALE,NOPRE,L1,NOPC,NOB/C,376500,4.99,0.82,376500,360,NOT_NEG,NOT_INT,NOT_LPSM,398000,SB,PR,HOME,6540,CRIF,662,CIB,45-54,NOT_INST,94.60,NORTH,0,38,650-699
37157,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,1126500,3.10,-0.08,1126500,180,NOT_NEG,NOT_INT,NOT_LPSM,1608000,SB,PR,HOME,5760,CIB,870,EXP,45-54,TO_INST,70.06,NORTH,0,30,850-900
167904,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,256500,4.88,1.37,256500,360,NEG_AMM,NOT_INT,NOT_LPSM,418000,SB,IR,HOME,4140,EXP,884,CIB,35-44,TO_INST,61.36,SOUTH,0,44,850-900
96263,CF,MALE,PRE,L1,NOPC,NOB/C,146500,4.50,0.12,146500,360,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,5400,CIB,507,CIB,35-44,TO_INST,82.30,NORTH,0,31,500-549
88026,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,276500,3.75,0.06,276500,360,NEG_AMM,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,8400,CRIF,626,EXP,35-44,TO_INST,60.37,SOUTH,0,25,600-649
87720,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,506500,3.99,0.86,506500,360,NOT_NEG,NOT_INT,NOT_LPSM,608000,SB,PR,HOME,5760,CIB,872,EXP,45-54,NOT_INST,83.31,NORTH,0,39,850-900
29492,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,556500,4.63,0.52,556500,360,NOT_NEG,NOT_INT,NOT_LPSM,1118000,SB,PR,HOME,5760,CIB,778,EXP,55-64,NOT_INST,49.78,NORTH,0,12,750-799
29473,CF,MALE,PRE,L1,NOPC,NOB/C,646500,3.88,0.17,646500,360,NOT_NEG,NOT_INT,NOT_LPSM,828000,SB,PR,HOME,10740,CIB,814,CIB,25-34,NOT_INST,78.08,SOUTH,0,23,800-849
101468,CF,MALE,NOPRE,L1,NOPC,NOB/C,486500,3.38,-0.21,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,658000,SB,PR,HOME,5400,CRIF,819,CIB,45-54,NOT_INST,73.94,NORTH,0,49,800-849
110430,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,186500,4.50,0.09,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,198000,SB,PR,HOME,4200,CIB,668,EXP,55-64,TO_INST,94.19,NORTH,0,35,650-699
171664,NCF,MALE,NOPRE,L1,NOPC,NOB/C,726500,3.99,0.39,726500,360,NOT_NEG,NOT_INT,NOT_LPSM,1298000,SB,IR,HOME,11640,CRIF,609,CIB,>74,TO_INST,55.97,NORTH,1,5,600-649
120724,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,226500,4.38,0.65,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,308000,SB,PR,HOME,3900,CRIF,557,EXP,25-34,NOT_INST,73.54,NORTH,0,36,550-599
33387,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,106500,4.13,0.69,106500,360,NOT_NEG,NOT_INT,NOT_LPSM,308000,SB,PR,HOME,3360,CIB,712,EXP,55-64,TO_INST,34.58,NORTH,0,15,700-749
50564,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,486500,4.50,0.15,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,748000,SB,PR,HOME,5700,EXP,671,CIB,35-44,TO_INST,65.04,SOUTH,0,45,650-699
129325,CF,MALE,NOPRE,L1,NOPC,B/C,96500,3.63,1.67,96500,180,NEG_AMM,INT_ONLY,NOT_LPSM,98000,SB,PR,HOME,3360,CIB,780,CIB,45-54,TO_INST,98.47,NORTH,0,40,750-799
139021,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,196500,4.75,0.74,196500,360,NEG_AMM,NOT_INT,NOT_LPSM,218000,SB,PR,HOME,2640,CRIF,871,CIB,<25,TO_INST,90.14,SOUTH,0,44,850-900
52481,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,346500,4.13,0.32,346500,180,NOT_NEG,NOT_INT,NOT_LPSM,698000,SB,PR,HOME,9360,CIB,552,EXP,65-74,TO_INST,49.64,SOUTH,0,48,550-599
41112,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,486500,3.99,0.39,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,578000,SB,PR,HOME,9600,EXP,515,EXP,45-54,TO_INST,84.17,NORTH,1,36,500-549
126589,CF,MALE,NOPRE,L1,NOPC,NOB/C,396500,3.75,0.06,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,638000,SB,PR,HOME,5280,CIB,873,CIB,55-64,NOT_INST,62.15,NORTH,0,39,850-900
64811,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,596500,4.25,0.85,596500,360,NOT_NEG,NOT_INT,NOT_LPSM,638000,SB,PR,HOME,9060,EXP,766,EXP,35-44,NOT_INST,93.50,SOUTH,0,32,750-799
162359,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,346500,3.75,0.14,346500,360,NOT_NEG,NOT_INT,NOT_LPSM,858000,SB,PR,HOME,5400,CRIF,740,CIB,55-64,NOT_INST,40.38,NORTH,0,37,700-749
122787,CF,MALE,NOPRE,L2,NOPC,NOB/C,486500,4.56,0.50,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,588000,SB,PR,HOME,7200,CIB,609,CIB,35-44,NOT_INST,82.74,NORTH,0,38,600-649
116689,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,286500,3.63,0.14,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,318000,SB,PR,HOME,3480,CRIF,715,CIB,45-54,NOT_INST,90.09,NORTH,0,44,700-749
76176,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,366500,3.75,-0.10,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,558000,SB,PR,HOME,14760,CIB,502,CIB,35-44,TO_INST,65.68,SOUTH,0,31,500-549
43086,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,536500,4.50,0.27,536500,360,NOT_NEG,NOT_INT,NOT_LPSM,568000,SB,PR,HOME,6600,EXP,573,EXP,25-34,NOT_INST,94.45,NORTH,0,45,550-599
121872,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,176500,3.13,-0.31,176500,360,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,2160,EXP,586,CIB,65-74,TO_INST,84.86,SOUTH,0,33,550-599
116912,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,356500,2.99,-0.45,356500,360,NOT_NEG,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,5760,EXP,810,EXP,45-54,TO_INST,81.39,SOUTH,0,39,800-849
75339,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,366500,2.75,-0.96,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,388000,SB,PR,HOME,5760,CIB,858,EXP,55-64,NOT_INST,94.46,SOUTH,0,39,850-900
61771,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,176500,5.50,1.19,176500,360,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,IR,HOME,1860,CRIF,724,CIB,55-64,TO_INST,49.30,NORTH,0,49,700-749
143199,NCF,UNKNOWN,NOPRE,L1,NOPC,B/C,426500,3.99,0.39,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,588000,SB,PR,HOME,6600,CIB,508,CIB,45-54,TO_INST,72.53,SOUTH,1,43,500-549
82898,CF,MALE,NOPRE,L1,NOPC,NOB/C,486500,3.75,0.19,486500,360,NEG_AMM,NOT_INT,NOT_LPSM,768000,SB,PR,HOME,5760,CRIF,787,CIB,55-64,NOT_INST,63.35,NORTH,0,16,750-799
112948,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,756500,3.99,0.39,756500,180,NOT_NEG,NOT_INT,NOT_LPSM,1658000,SB,SR,HOME,5760,CIB,834,CIB,55-64,TO_INST,45.63,SOUTH,1,36,800-849
64047,CF,MALE,NOPRE,L1,NOPC,NOB/C,206500,3.50,-0.11,206500,360,NOT_NEG,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,7200,EXP,584,CIB,35-44,TO_INST,56.11,NORTH,0,32,550-599
91161,CF,MALE,NOPRE,L1,NOPC,NOB/C,276500,4.75,1.27,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,3360,CIB,514,CIB,45-54,TO_INST,67.77,SOUTH,0,40,500-549
55324,CF,MALE,NOPRE,L1,NOPC,NOB/C,316500,3.88,0.25,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,14280,EXP,568,CIB,25-34,TO_INST,72.26,SOUTH,0,44,550-599
29578,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,416500,4.63,0.68,416500,360,NOT_NEG,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,4980,CRIF,751,CIB,35-44,NOT_INST,95.09,SOUTH,0,42,750-799
36614,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,366500,3.99,-0.01,366500,360,NOT_NEG,INT_ONLY,NOT_LPSM,548000,SB,PR,HOME,3600,EXP,729,CIB,55-64,TO_INST,66.88,NORTH,0,47,700-749
73946,CF,MALE,NOPRE,L1,NOPC,NOB/C,196500,3.99,0.39,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,3180,EQUI,869,EXP,35-44,TO_INST,75.15,NORTH,1,39,850-900
101047,CF,MALE,NOPRE,L1,NOPC,NOB/C,266500,3.99,0.36,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,4080,CIB,808,CIB,35-44,TO_INST,76.58,SOUTH,0,40,800-849
150780,CF,MALE,NOPRE,L1,NOPC,NOB/C,566500,3.75,-0.01,566500,360,NOT_NEG,NOT_INT,NOT_LPSM,858000,SB,PR,HOME,6480,CIB,685,CIB,35-44,NOT_INST,66.03,SOUTH,0,46,650-699
87994,CF,MALE,NOPRE,L1,NOPC,NOB/C,286500,4.25,0.40,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,7080,CRIF,644,CIB,35-44,TO_INST,99.48,SOUTH,0,44,600-649
56703,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,216500,4.25,0.88,216500,180,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,13260,CRIF,696,EXP,55-64,TO_INST,77.88,NORTH,0,36,650-699
107527,CF,MALE,NOPRE,L1,NOPC,NOB/C,606500,3.99,0.39,606500,180,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,9720,EQUI,618,EXP,35-44,NOT_INST,75.15,NORTH,1,39,600-649
124808,CF,UNKNOWN,PRE,L1,NOPC,B/C,316500,4.63,1.99,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,6000,CRIF,555,EXP,45-54,NOT_INST,96.49,CENTRAL,0,38,550-599
99952,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,116500,4.50,1.15,116500,120,NOT_NEG,NOT_INT,NOT_LPSM,188000,SB,PR,HOME,4500,CRIF,764,CIB,35-44,TO_INST,61.97,SOUTH,0,24,750-799
35129,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,286500,3.99,0.39,286500,360,NOT_NEG,NOT_INT,LPSM,418000,SB,PR,HOME,4080,EQUI,579,EXP,45-54,NOT_INST,75.15,SOUTH,1,39,550-599
113213,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,586500,3.75,0.71,586500,360,NOT_NEG,NOT_INT,NOT_LPSM,688000,SB,PR,HOME,5760,EXP,892,EXP,45-54,NOT_INST,85.25,NORTH,0,39,850-900
33196,CF,FEMALE,NOPRE,L2,NOPC,NOB/C,266500,4.00,-0.13,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,388000,SB,PR,HOME,4080,CIB,671,CIB,45-54,NOT_INST,68.69,SOUTH,0,38,650-699
125191,CF,UNKNOWN,PRE,L1,NOPC,B/C,366500,3.63,0.82,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,378000,SB,PR,HOME,5760,EXP,813,EXP,35-44,TO_INST,96.96,NORTH,0,39,800-849
131686,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,236500,5.50,1.32,236500,360,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,6480,EXP,734,EXP,35-44,NOT_INST,72.10,NORTH,0,26,700-749
163942,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,406500,3.63,0.10,406500,360,NOT_NEG,NOT_INT,NOT_LPSM,448000,SB,PR,HOME,10560,CRIF,676,EXP,25-34,NOT_INST,90.74,NORTH,0,20,650-699
164547,NCF,MALE,NOPRE,L1,NOPC,NOB/C,726500,3.99,0.39,726500,180,NOT_NEG,NOT_INT,NOT_LPSM,868000,SB,PR,HOME,5760,EXP,757,CIB,45-54,TO_INST,83.70,SOUTH,1,23,750-799
167569,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,186500,3.99,0.39,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,168000,SB,PR,HOME,1560,CIB,637,EXP,65-74,TO_INST,111.01,SOUTH,1,40,600-649
113525,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,116500,4.88,1.26,116500,180,NOT_NEG,NOT_INT,NOT_LPSM,148000,SB,IR,HOME,15540,CIB,722,EXP,25-34,TO_INST,78.72,SOUTH,0,7,700-749
114289,CF,MALE,NOPRE,L1,NOPC,NOB/C,366500,3.63,-0.01,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,468000,SB,PR,HOME,7440,CIB,642,CIB,35-44,NOT_INST,78.31,NORTH,0,32,600-649
118610,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,546500,3.50,-0.20,546500,360,NOT_NEG,NOT_INT,NOT_LPSM,808000,SB,PR,HOME,12960,EXP,773,EXP,25-34,NOT_INST,67.64,SOUTH,0,27,750-799
90626,CF,MALE,NOPRE,L1,NOPC,NOB/C,606500,4.13,0.28,606500,360,NEG_AMM,NOT_INT,NOT_LPSM,778000,SB,PR,HOME,9120,CIB,526,CIB,35-44,NOT_INST,77.96,NORTH,0,46,500-549
165802,NCF,MALE,NOPRE,L1,NOPC,NOB/C,676500,4.50,0.13,676500,360,NOT_NEG,NOT_INT,NOT_LPSM,738000,SB,PR,HOME,10500,CRIF,710,CIB,45-54,TO_INST,91.67,NORTH,0,61,700-749
122120,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,176500,3.50,0.86,176500,180,NEG_AMM,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,8520,CIB,783,EXP,45-54,TO_INST,61.28,SOUTH,0,31,750-799
121043,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,76500,6.00,1.47,76500,324,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,SR,HOME,9120,EXP,848,EXP,55-64,NOT_INST,29.65,NORTH,0,50,800-849
36281,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,336500,2.99,0.13,336500,120,NOT_NEG,NOT_INT,NOT_LPSM,518000,SB,PR,HOME,9420,CRIF,651,CIB,55-64,TO_INST,64.96,SOUTH,0,39,650-699
99829,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,386500,4.50,-0.15,386500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,11160,EXP,635,EXP,35-44,TO_INST,79.20,SOUTH,0,21,600-649
61141,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,206500,3.88,0.91,206500,360,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,5640,EXP,624,CIB,45-54,TO_INST,77.05,SOUTH,0,21,600-649
77638,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,106500,4.50,0.57,106500,360,NOT_NEG,NOT_INT,NOT_LPSM,168000,SB,PR,HOME,1320,EXP,558,EXP,55-64,TO_INST,63.39,NORTH,0,39,550-599
121896,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,366500,3.99,0.39,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,558000,SB,PR,HOME,4200,CRIF,800,CIB,25-34,NOT_INST,65.68,NORTH,1,55,800-849
155576,CF,MALE,NOPRE,L1,NOPC,NOB/C,556500,4.99,1.22,556500,360,NOT_NEG,NOT_INT,NOT_LPSM,3258000,SB,IR,HOME,5760,EXP,627,CIB,45-54,NOT_INST,17.08,NORTH,0,13,600-649
152093,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,266500,3.99,0.21,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,6900,CIB,886,EXP,25-34,NOT_INST,52.46,NORTH,0,21,850-900
127058,CF,MALE,NOPRE,L1,NOPC,NOB/C,556500,3.99,0.39,556500,360,NOT_NEG,NOT_INT,NOT_LPSM,588000,SB,PR,HOME,10080,CIB,524,CIB,>74,TO_INST,94.64,NORTH,1,40,500-549
109141,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,546500,4.13,0.99,546500,360,NOT_NEG,NOT_INT,NOT_LPSM,658000,SB,PR,HOME,11340,CIB,864,EXP,35-44,NOT_INST,83.05,NORTH,0,35,850-900
75303,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,596500,4.50,0.16,596500,360,NOT_NEG,NOT_INT,NOT_LPSM,768000,SB,PR,HOME,7560,CIB,822,EXP,55-64,TO_INST,77.67,SOUTH,0,47,800-849
31004,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,196500,4.50,0.58,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,228000,SB,PR,HOME,5220,CIB,751,EXP,25-34,TO_INST,86.18,NORTH,0,49,750-799
86394,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,286500,4.38,0.95,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,5220,EXP,510,CIB,55-64,TO_INST,62.55,NORTH,0,39,500-549
147362,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,346500,4.13,0.82,346500,228,NOT_NEG,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,8820,EXP,853,CIB,35-44,TO_INST,94.16,SOUTH,0,30,850-900
158304,CF,MALE,NOPRE,L1,NOPC,NOB/C,226500,3.38,-0.27,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,3600,CRIF,654,CIB,35-44,TO_INST,87.79,CENTRAL,0,36,650-699
72775,CF,FEMALE,NOPRE,L1,NOPC,B/C,256500,3.75,0.96,256500,360,NEG_AMM,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,4560,CRIF,883,CIB,55-64,TO_INST,99.42,SOUTH,0,56,850-900
71809,CF,MALE,NOPRE,L1,NOPC,NOB/C,326500,3.99,0.39,326500,360,NEG_AMM,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,6600,EQUI,788,EXP,35-44,NOT_INST,75.15,NORTH,1,39,750-799
120399,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,486500,4.88,0.49,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,1108000,SB,IR,HOME,5760,CIB,887,EXP,65-74,TO_INST,43.91,SOUTH,0,39,850-900
149356,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,186500,3.99,0.43,186500,324,NEG_AMM,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,5760,EXP,823,EXP,55-64,TO_INST,69.59,SOUTH,0,26,800-849
35729,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,56500,4.99,1.42,56500,360,NEG_AMM,NOT_INT,NOT_LPSM,68000,SB,PR,HOME,5040,CRIF,866,EXP,45-54,TO_INST,83.09,NORTH,0,52,850-900
155281,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,196500,4.99,1.25,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,228000,SB,PR,HOME,3360,CIB,560,EXP,35-44,TO_INST,86.18,SOUTH,0,45,550-599
144557,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,206500,3.50,-0.05,206500,360,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,4440,EXP,697,CIB,65-74,TO_INST,77.05,SOUTH,0,12,650-699
58383,CF,MALE,NOPRE,L1,NOPC,NOB/C,266500,2.88,0.06,266500,180,NOT_NEG,NOT_INT,NOT_LPSM,608000,SB,PR,HOME,7800,CIB,821,CIB,55-64,TO_INST,43.83,SOUTH,0,34,800-849
42319,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,156500,3.99,0.69,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,3180,CIB,853,EXP,65-74,TO_INST,54.34,NORTH,0,41,850-900
85355,CF,MALE,NOPRE,L1,NOPC,NOB/C,426500,4.13,0.42,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,588000,SB,PR,HOME,5100,EXP,684,CIB,45-54,NOT_INST,72.53,NORTH,0,40,650-699
56405,CF,MALE,NOPRE,L1,NOPC,NOB/C,276500,3.25,-0.25,276500,360,NEG_AMM,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,5940,CIB,544,CIB,35-44,NOT_INST,96.01,NORTH,0,30,500-549
108001,CF,MALE,NOPRE,L1,NOPC,NOB/C,346500,3.99,0.39,346500,324,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,6420,CRIF,719,CIB,25-34,NOT_INST,84.93,NORTH,1,36,700-749
72998,CF,FEMALE,PRE,L1,NOPC,NOB/C,426500,4.25,0.90,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,448000,SB,PR,HOME,14940,CIB,712,CIB,35-44,NOT_INST,95.20,NORTH,0,6,700-749
39800,CF,FEMALE,PRE,L1,NOPC,NOB/C,476500,3.99,0.39,476500,360,NEG_AMM,NOT_INT,NOT_LPSM,798000,SB,PR,HOME,5520,CIB,717,CIB,55-64,TO_INST,59.71,NORTH,1,60,700-749
156190,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,56500,3.99,0.39,56500,360,NOT_NEG,NOT_INT,NOT_LPSM,138000,SB,IR,HOME,1980,CIB,604,CIB,45-54,TO_INST,40.94,SOUTH,1,24,600-649
68610,CF,MALE,NOPRE,L1,NOPC,B/C,226500,3.75,0.88,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,5760,EXP,840,CIB,55-64,TO_INST,87.79,SOUTH,0,39,800-849
97103,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,316500,3.99,0.59,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,398000,SB,PR,HOME,4500,CRIF,897,CIB,55-64,TO_INST,79.52,SOUTH,0,44,850-900
143073,CF,MALE,NOPRE,L1,NOPC,NOB/C,596500,3.99,0.39,596500,360,NOT_NEG,NOT_INT,NOT_LPSM,578000,SB,PR,HOME,3540,CIB,842,CIB,65-74,TO_INST,103.20,SOUTH,1,54,800-849
61017,CF,FEMALE,PRE,L1,NOPC,NOB/C,636500,3.99,0.39,636500,360,NOT_NEG,NOT_INT,NOT_LPSM,798000,SB,PR,HOME,6780,CIB,786,CIB,55-64,NOT_INST,79.76,SOUTH,1,45,750-799
138740,CF,FEMALE,PRE,L1,NOPC,NOB/C,156500,3.63,0.14,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,2220,CRIF,887,CIB,<25,TO_INST,87.92,NORTH,0,23,850-900
24917,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,196500,5.25,1.22,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,3840,EXP,812,EXP,25-34,TO_INST,76.16,SOUTH,0,49,800-849
131811,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,386500,3.50,0.59,386500,180,NOT_NEG,NOT_INT,NOT_LPSM,608000,SB,PR,HOME,8100,CIB,736,CIB,55-64,TO_INST,63.57,SOUTH,0,33,700-749
77858,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,246500,3.63,0.36,246500,240,NOT_NEG,NOT_INT,NOT_LPSM,528000,SB,PR,HOME,9540,CRIF,833,EXP,45-54,NOT_INST,46.69,NORTH,0,7,800-849
112624,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,456500,3.99,0.39,456500,360,NOT_NEG,NOT_INT,NOT_LPSM,658000,SB,PR,HOME,4920,CRIF,698,EXP,>74,TO_INST,69.38,NORTH,1,48,650-699
85936,CF,FEMALE,NOPRE,L1,NOPC,B/C,266500,5.25,1.88,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,4260,CIB,536,CIB,55-64,TO_INST,99.44,CENTRAL,0,52,500-549
