id,loan_limit,gender,approv_in_adv,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,status,dtir1
45913,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,656500,2.99,-0.6855,656500,360,NEG_AMM,NOT_INT,NOT_LPSM,798000,SB,PR,HOME,5760,EXP,619,EXP,65-74,TO_INST,82.27,SOUTH,0,39
44044,CF,FEMALE,NOPRE,L2,NOPC,NOB/C,186500,3.99,0.3904,186500,300,NEG_AMM,INT_ONLY,NOT_LPSM,238000,SB,PR,HOME,2340,EXP,867,EXP,55-64,TO_INST,78.36,NORTH,1,39
132268,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,226500,3.99,0.3904,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,SR,HOME,5760,EQUI,751,EXP,>74,TO_INST,75.15,SOUTH,1,39
113306,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,76500,3.99,1.3867,76500,180,NOT_NEG,NOT_INT,NOT_LPSM,98000,SB,PR,HOME,2220,CIB,868,CIB,65-74,TO_INST,78.06,SOUTH,0,41
74796,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,256500,4.875,0.9072,256500,360,NOT_NEG,NOT_INT,NOT_LPSM,788000,SB,IR,HOME,8460,EXP,506,EXP,55-64,TO_INST,32.55,SOUTH,0,44
93830,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,606500,4.375,0.5762,606500,360,NOT_NEG,NOT_INT,NOT_LPSM,638000,SB,PR,HOME,9000,EXP,793,EXP,25-34,NOT_INST,95.06,SOUTH,0,40
68401,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,486500,3.99,1.1851,486500,360,NEG_AMM,NOT_INT,NOT_LPSM,498000,SB,PR,HOME,14400,CRIF,611,EXP,45-54,NOT_INST,97.69,CENTRAL,0,52
154287,CF,FEMALE,NOPRE,L1,NOPC,B/C,246500,3.99,0.3904,246500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,4440,EQUI,748,EXP,65-74,TO_INST,75.15,NORTH,1,39
159056,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,446500,4.375,0.278,446500,360,NOT_NEG,NOT_INT,NOT_LPSM,728000,SB,PR,HOME,4980,EXP,500,CIB,65-74,TO_INST,61.33,SOUTH,0,39
79654,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,186500,3.99,0.3916,186500,360,NEG_AMM,NOT_INT,NOT_LPSM,228000,SB,PR,HOME,3240,CIB,571,CIB,65-74,TO_INST,81.80,SOUTH,0,41
56382,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,296500,4.125,0.6187,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,298000,SB,PR,HOME,4200,EXP,637,EXP,25-34,NOT_INST,99.50,NORTH,0,49
166003,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,506500,3.625,-0.028,506500,360,NOT_NEG,NOT_INT,NOT_LPSM,558000,SB,PR,HOME,5520,EXP,607,CIB,45-54,NOT_INST,90.77,SOUTH,0,47
109832,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,516500,4.375,0.6861,516500,360,NOT_NEG,NOT_INT,NOT_LPSM,648000,SB,PR,HOME,11400,CIB,640,EXP,55-64,NOT_INST,79.71,SOUTH,0,36
48709,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,606500,3.75,0.074,606500,360,NOT_NEG,NOT_INT,NOT_LPSM,1178000,SB,PR,HOME,10860,CIB,691,EXP,45-54,NOT_INST,51.49,SOUTH,0,35
127569,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,396500,4.25,-0.0686,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,568000,SB,PR,HOME,5640,EXP,754,CIB,55-64,NOT_INST,69.81,NORTH,0,37
42063,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,326500,4.375,0.5793,326500,360,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,4260,CRIF,606,CIB,25-34,TO_INST,93.82,NORTH,0,49
42715,CF,MALE,NOPRE,L1,NOPC,NOB/C,166500,4.625,0.8229,166500,360,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,5100,EXP,892,CIB,35-44,TO_INST,80.05,NORTH,0,31
130315,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,456500,3.75,0.0339,456500,360,NOT_NEG,NOT_INT,NOT_LPSM,1158000,SB,PR,HOME,5880,CRIF,529,CIB,55-64,NOT_INST,39.42,NORTH,0,42
71492,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,276500,3.99,0.3904,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,5400,CRIF,700,EXP,55-64,NOT_INST,75.14,NORTH,1,16
157842,CF,MALE,NOPRE,L2,NOPC,NOB/C,326500,4,-0.2579,326500,360,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,11760,CRIF,804,CIB,65-74,NOT_INST,80.02,NORTH,0,40
67057,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,166500,4.99,1.2303,166500,360,NOT_NEG,NOT_INT,NOT_LPSM,198000,SB,PR,HOME,4320,CIB,849,EXP,35-44,TO_INST,84.09,NORTH,0,37
25709,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,236500,3.99,0.3904,236500,360,NOT_NEG,NOT_INT,NOT_LPSM,398000,SB,PR,HOME,2220,EXP,780,CIB,55-64,TO_INST,59.42,NORTH-EAST,1,37
72808,CF,MALE,NOPRE,L1,NOPC,NOB/C,366500,3.75,-0.0221,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,578000,SB,PR,HOME,4920,CRIF,633,CIB,35-44,NOT_INST,63.41,SOUTH,0,39
58456,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,696500,3.625,-0.2311,696500,180,NOT_NEG,NOT_INT,NOT_LPSM,788000,SB,PR,HOME,5760,EXP,775,EXP,35-44,NOT_INST,88.39,NORTH,0,27
70884,CF,MALE,NOPRE,L1,NOPC,NOB/C,276500,3.99,0.3904,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,PR,HOME,4980,CRIF,586,CIB,25-34,TO_INST,77.23,NORTH,1,41
31383,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,726500,4,0.7892,726500,360,NOT_NEG,NOT_INT,NOT_LPSM,768000,SB,PR,HOME,12300,EXP,506,EXP,45-54,NOT_INST,94.60,CENTRAL,0,49
104413,CF,FEMALE,NOPRE,L2,NOPC,B/C,256500,4.75,1.903,256500,360,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,3300,EXP,637,CIB,35-44,TO_INST,99.42,CENTRAL,0,53
56328,CF,UNKNOWN,PRE,L1,NOPC,B/C,236500,3.99,1.1825,236500,360,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,PR,HOME,6000,CIB,734,CIB,55-64,TO_INST,99.37,SOUTH,0,52
128727,CF,FEMALE,PRE,L1,NOPC,B/C,376500,3.99,0.2981,376500,360,NOT_NEG,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,9060,CIB,541,CIB,65-74,NOT_INST,85.96,NORTH,0,20
172900,CF,FEMALE,NOPRE,L2,NOPC,NOB/C,346500,4.875,0.4382,346500,360,NOT_NEG,NOT_INT,NOT_LPSM,428000,SB,PR,HOME,4980,EXP,706,CIB,55-64,NOT_INST,80.96,NORTH,0,42
173309,CF,MALE,NOPRE,L1,NOPC,NOB/C,196500,3.625,0.1502,196500,360,NOT_NEG,INT_ONLY,NOT_LPSM,198000,SB,PR,HOME,2040,EXP,604,CIB,55-64,NOT_INST,99.24,CENTRAL,0,60
25660,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,356500,3.99,0.3904,356500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,7020,EQUI,574,EXP,55-64,NOT_INST,75.15,NORTH,1,39
98975,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,306500,3.5,-0.2817,306500,360,NOT_NEG,NOT_INT,NOT_LPSM,428000,SB,PR,HOME,5880,CIB,501,CIB,25-34,NOT_INST,71.61,NORTH,0,52
169906,CF,MALE,NOPRE,L1,NOPC,NOB/C,116500,3.99,0.4401,116500,360,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,8040,CRIF,732,EXP,65-74,TO_INST,56.01,NORTH,0,17
74317,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,356500,4.625,1.0514,356500,360,NOT_NEG,NOT_INT,NOT_LPSM,448000,SB,PR,HOME,5280,CIB,687,EXP,45-54,TO_INST,79.58,SOUTH,0,40
45859,CF,MALE,NOPRE,L1,NOPC,NOB/C,426500,3.99,0.3904,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,828000,SB,PR,HOME,3420,CRIF,527,CIB,65-74,NOT_INST,51.51,SOUTH,1,52
80864,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,196500,6.125,1.3348,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,248000,SB,IR,HOME,7020,CIB,834,EXP,35-44,TO_INST,79.23,SOUTH,0,48
143429,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,256500,3.75,0.8455,256500,360,NOT_NEG,NOT_INT,NOT_LPSM,318000,SB,PR,HOME,5700,CRIF,562,CIB,35-44,TO_INST,80.66,NORTH,0,47
63905,CF,MALE,NOPRE,L1,NOPC,NOB/C,256500,3.99,0.3904,256500,360,NOT_NEG,NOT_INT,NOT_LPSM,858000,SB,PR,HOME,7200,CIB,774,EXP,55-64,TO_INST,29.90,SOUTH,1,51
165292,CF,UNKNOWN,PRE,L1,NOPC,B/C,426500,3.99,0.3904,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,5820,CIB,688,EXP,35-44,TO_INST,93.12,NORTH,1,56
108089,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,1966500,3.99,0.3904,1966500,360,NOT_NEG,NOT_INT,NOT_LPSM,2378000,SB,PR,HOME,5760,CIB,671,EXP,35-44,TO_INST,82.70,SOUTH,1,26
125148,CF,MALE,PRE,L1,NOPC,NOB/C,336500,3.99,0.2158,336500,360,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,5400,EXP,813,CIB,45-54,TO_INST,99.56,NORTH,0,59
60274,CF,MALE,NOPRE,L1,NOPC,NOB/C,486500,3.875,0.2017,486500,360,NEG_AMM,INT_ONLY,NOT_LPSM,648000,SB,PR,HOME,5760,CRIF,829,CIB,45-54,NOT_INST,75.08,SOUTH,0,24
104292,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,156500,4.99,1.6787,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,158000,SB,PR,HOME,2040,CIB,581,EXP,45-54,NOT_INST,99.05,NORTH,0,58
60710,CF,MALE,NOPRE,L1,NOPC,B/C,196500,2.875,0.1275,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,228000,SB,PR,HOME,3000,CIB,620,CIB,25-34,TO_INST,86.18,NORTH,0,39
58077,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,166500,3.99,0.5368,166500,240,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,3420,CRIF,678,CIB,45-54,TO_INST,93.54,CENTRAL,0,46
160769,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,226500,3.75,0.2861,226500,324,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,5280,EXP,544,EXP,35-44,TO_INST,67.01,CENTRAL,0,48
139563,CF,MALE,NOPRE,L1,NOPC,B/C,346500,4.49,1.1711,346500,360,NOT_NEG,NOT_INT,NOT_LPSM,398000,SB,PR,HOME,4980,CRIF,508,CIB,55-64,TO_INST,87.06,NORTH,0,57
64091,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,156500,4.5,0.3452,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,5760,CIB,872,EXP,55-64,TO_INST,56.29,NORTH,0,28
91718,CF,MALE,PRE,L1,NOPC,NOB/C,306500,3.375,0.4066,306500,180,NOT_NEG,NOT_INT,NOT_LPSM,1298000,SB,PR,HOME,6000,CIB,736,CIB,55-64,TO_INST,23.61,NORTH,0,34
104627,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,106500,4.5,0.702,106500,360,NOT_NEG,NOT_INT,NOT_LPSM,198000,SB,PR,HOME,3960,CRIF,654,CIB,55-64,TO_INST,53.79,NORTH,0,47
131819,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,456500,4.75,0.5529,456500,360,NOT_NEG,NOT_INT,NOT_LPSM,538000,SB,PR,HOME,7380,EXP,882,CIB,35-44,TO_INST,84.85,CENTRAL,0,41
48318,CF,MALE,NOPRE,L1,NOPC,NOB/C,406500,3.625,0.0696,406500,360,NOT_NEG,NOT_INT,NOT_LPSM,518000,SB,PR,HOME,6180,CRIF,579,CIB,45-54,NOT_INST,78.47,NORTH,0,44
25830,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,686500,3.875,0.1272,686500,360,NOT_NEG,NOT_INT,NOT_LPSM,838000,SB,PR,HOME,5760,EXP,622,EXP,35-44,NOT_INST,81.92,NORTH,0,32
142419,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,286500,4.125,1.162,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,298000,SB,PR,HOME,4920,EXP,617,CIB,25-34,TO_INST,96.14,SOUTH,0,38
130699,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,366500,3.99,0.3904,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,4500,EQUI,705,EXP,35-44,NOT_INST,75.15,SOUTH,1,39
31186,CF,MALE,NOPRE,L1,NOPC,NOB/C,526500,3.99,0.3904,526500,360,NOT_NEG,NOT_INT,NOT_LPSM,618000,SB,PR,HOME,9480,EXP,579,CIB,55-64,TO_INST,85.19,NORTH-EAST,1,30
65744,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,166500,3.99,0.3904,166500,180,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,3720,EQUI,745,EXP,65-74,TO_INST,75.15,SOUTH,1,39
101190,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,246500,3.75,0.927,246500,360,NOT_NEG,NOT_INT,NOT_LPSM,248000,SB,PR,HOME,7020,CRIF,642,EXP,25-34,NOT_INST,99.40,NORTH,0,31
86309,CF,MALE,NOPRE,L1,NOPC,NOB/C,356500,3.625,0.2119,356500,360,NOT_NEG,NOT_INT,NOT_LPSM,378000,SB,PR,HOME,3660,CIB,714,CIB,25-34,NOT_INST,94.31,SOUTH,0,44
92408,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,726500,3.75,0.1188,726500,360,NOT_NEG,NOT_INT,NOT_LPSM,4008000,SB,PR,HOME,5760,CRIF,841,EXP,45-54,NOT_INST,18.13,SOUTH,0,40
56108,CF,MALE,NOPRE,L1,NOPC,NOB/C,206500,3.99,0.3904,206500,360,NEG_AMM,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5760,EQUI,850,EXP,55-64,TO_INST,75.15,NORTH,1,39
25558,CF,FEMALE,PRE,L1,NOPC,NOB/C,466500,4.25,-0.0601,466500,360,NOT_NEG,NOT_INT,NOT_LPSM,588000,SB,PR,HOME,6540,EXP,803,CIB,65-74,TO_INST,79.34,SOUTH,0,47
135210,CF,MALE,NOPRE,L1,NOPC,NOB/C,486500,3.375,-0.1871,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,498000,SB,PR,HOME,4500,CIB,520,CIB,35-44,TO_INST,97.69,NORTH,0,58
35370,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,146500,4.875,0.5011,146500,360,NOT_NEG,NOT_INT,NOT_LPSM,398000,SB,PR,HOME,4320,CIB,561,EXP,45-54,NOT_INST,36.81,NORTH,0,42
172954,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,296500,3,-0.0098,296500,180,NOT_NEG,NOT_INT,NOT_LPSM,388000,SB,PR,HOME,13260,CIB,501,EXP,25-34,NOT_INST,76.42,CENTRAL,0,23
150265,CF,FEMALE,PRE,L1,NOPC,NOB/C,256500,3.99,0.4503,256500,360,NEG_AMM,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,3720,EXP,860,CIB,55-64,TO_INST,58.56,NORTH,0,47
87880,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,286500,4.375,-0.1009,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,5640,CIB,705,EXP,35-44,NOT_INST,58.71,SOUTH,0,28
133746,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,296500,3.625,0.5985,296500,180,NOT_NEG,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,6060,EXP,766,EXP,65-74,TO_INST,80.57,SOUTH,0,33
59276,CF,MALE,NOPRE,L1,NOPC,NOB/C,166500,3.99,1.0511,166500,240,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,4500,CRIF,848,EXP,65-74,TO_INST,80.05,NORTH,0,36
88919,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,186500,3.99,1.1901,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,1980,CRIF,583,CIB,45-54,TO_INST,72.29,SOUTH,0,59
115674,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,336500,3.99,0.3904,336500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,4860,EQUI,602,EXP,65-74,TO_INST,75.15,SOUTH,1,39
167425,CF,MALE,NOPRE,L1,NOPC,NOB/C,706500,3.99,0.3904,706500,360,NOT_NEG,NOT_INT,NOT_LPSM,968000,SB,PR,HOME,7800,EXP,598,CIB,45-54,NOT_INST,72.99,SOUTH,1,44
39300,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,456500,3.25,-0.498,456500,360,NEG_AMM,NOT_INT,NOT_LPSM,498000,SB,PR,HOME,5760,CIB,781,EXP,45-54,NOT_INST,91.67,SOUTH,0,39
167249,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,106500,3.99,0.3904,106500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,1440,EQUI,585,EXP,35-44,TO_INST,75.15,SOUTH,1,39
108847,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,536500,3.99,0.3904,536500,180,NOT_NEG,NOT_INT,NOT_LPSM,688000,SB,PR,HOME,5760,CIB,757,CIB,45-54,TO_INST,77.98,SOUTH,1,24
62503,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,156500,3.99,0.8371,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,2160,CRIF,868,CIB,55-64,TO_INST,87.92,SOUTH,0,44
109085,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,326500,4.75,1.2992,326500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,7440,CIB,642,CIB,35-44,TO_INST,71.29,SOUTH,0,36
145835,NCF,UNKNOWN,NOPRE,L1,NOPC,B/C,656500,4.625,1.0323,656500,360,NOT_NEG,NOT_INT,NOT_LPSM,668000,SB,PR,HOME,5760,CIB,855,EXP,45-54,NOT_INST,98.28,NORTH,0,39
43907,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,576500,3.99,0.3904,576500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,7080,EQUI,896,EXP,35-44,TO_INST,75.15,SOUTH,1,39
92643,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,646500,3.99,0.3904,646500,360,NEG_AMM,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,8760,EQUI,754,EXP,25-34,NOT_INST,75.15,NORTH,1,39
83665,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,316500,3.99,0.3904,316500,360,NEG_AMM,NOT_INT,NOT_LPSM,378000,SB,PR,HOME,8340,CIB,722,CIB,45-54,TO_INST,83.73,NORTH,1,27
112556,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,66500,3.99,0.3904,66500,360,NOT_NEG,NOT_INT,NOT_LPSM,88000,SB,PR,HOME,1200,CRIF,666,CIB,>74,TO_INST,75.57,SOUTH,1,35
71353,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,496500,4.125,0.5079,496500,360,NEG_AMM,NOT_INT,NOT_LPSM,628000,SB,PR,HOME,12420,CIB,856,EXP,35-44,NOT_INST,79.06,NORTH,0,31
151075,CF,FEMALE,PRE,L1,NOPC,NOB/C,236500,3.375,0.0468,236500,360,NEG_AMM,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,3960,EXP,837,CIB,35-44,TO_INST,91.67,SOUTH,0,47
105335,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,266500,4.5,0.2061,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,448000,SB,PR,HOME,3720,CIB,815,CIB,65-74,TO_INST,59.49,NORTH,0,36
122123,CF,MALE,NOPRE,L1,NOPC,NOB/C,436500,3.375,-0.1354,436500,360,NOT_NEG,NOT_INT,NOT_LPSM,498000,SB,PR,HOME,8940,EXP,792,CIB,35-44,NOT_INST,87.65,SOUTH,0,34
137076,CF,UNKNOWN,PRE,L1,NOPC,B/C,296500,3.99,0.3904,296500,300,NOT_NEG,NOT_INT,NOT_LPSM,318000,SB,PR,HOME,5760,EXP,854,CIB,35-44,TO_INST,93.24,SOUTH,1,39
72640,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,576500,3.5,-0.0687,576500,360,NOT_NEG,NOT_INT,NOT_LPSM,658000,SB,PR,HOME,5760,EXP,604,EXP,>74,TO_INST,87.61,NORTH,0,39
156991,CF,MALE,NOPRE,L1,NOPC,NOB/C,726500,4.25,0.231,726500,360,NOT_NEG,NOT_INT,NOT_LPSM,1558000,SB,PR,HOME,9000,EXP,575,CIB,25-34,NOT_INST,46.63,SOUTH,0,49
140505,CF,MALE,NOPRE,L1,NOPC,NOB/C,696500,3.375,-0.2931,696500,360,NOT_NEG,NOT_INT,NOT_LPSM,708000,SB,PR,HOME,5760,CIB,732,CIB,65-74,NOT_INST,98.38,NORTH,0,39
76584,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,186500,4.125,0.5713,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,378000,SB,PR,HOME,5400,EXP,694,EXP,45-54,TO_INST,49.34,NORTH,0,25
82177,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,396500,3.99,0.3904,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5760,EQUI,798,EXP,35-44,NOT_INST,75.15,NORTH,1,39
102445,CF,MALE,NOPRE,L1,NOPC,NOB/C,276500,3.99,-0.0265,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,PR,HOME,3840,CRIF,857,CIB,35-44,NOT_INST,77.23,NORTH,0,42
119624,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,176500,4.375,0.348,176500,360,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,3420,CRIF,665,CIB,55-64,NOT_INST,50.72,NORTH,0,34
135044,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,276500,3.99,0.9475,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,5760,CIB,755,CIB,45-54,TO_INST,84.30,SOUTH,0,39
66035,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,206500,4.125,0.5329,206500,360,NOT_NEG,NOT_INT,LPSM,268000,SB,PR,HOME,3660,CRIF,504,EXP,45-54,TO_INST,77.05,SOUTH,0,41
84008,CF,MALE,NOPRE,L1,NOPC,NOB/C,186500,3.375,-0.3429,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,188000,SB,PR,HOME,3060,CIB,519,CIB,35-44,TO_INST,99.20,NORTH,0,48
38862,CF,MALE,NOPRE,L1,NOPC,NOB/C,236500,4.5,0.979,236500,360,NOT_NEG,NOT_INT,NOT_LPSM,248000,SB,PR,HOME,5460,CRIF,893,CIB,25-34,NOT_INST,95.36,NORTH,0,33
140919,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,596500,4.25,0.166,596500,360,NOT_NEG,NOT_INT,NOT_LPSM,868000,SB,PR,HOME,11640,EXP,839,EXP,45-54,NOT_INST,68.72,NORTH,0,46
128848,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,76500,3.99,0.3904,76500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,2640,EQUI,579,EXP,55-64,TO_INST,75.15,SOUTH,1,39
25541,NCF,MALE,NOPRE,L1,NOPC,NOB/C,486500,3.49,-0.1206,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,5580,CIB,730,CIB,35-44,NOT_INST,99.69,NORTH,0,55
135957,CF,MALE,NOPRE,L1,NOPC,B/C,396500,3.99,0.3904,396500,360,NOT_NEG,INT_ONLY,NOT_LPSM,458000,SB,PR,HOME,5760,EXP,855,CIB,35-44,TO_INST,86.57,SOUTH,1,39
156420,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,536500,3.99,0.2633,536500,360,NOT_NEG,NOT_INT,NOT_LPSM,708000,SB,PR,HOME,8940,EXP,780,EXP,25-34,NOT_INST,75.78,NORTH,0,40
33478,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,186500,3.625,0.1768,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,8040,CIB,600,EXP,45-54,TO_INST,38.22,SOUTH,0,8
143363,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,476500,3,-0.6916,476500,360,NOT_NEG,NOT_INT,NOT_LPSM,478000,SB,PR,HOME,13500,CIB,683,EXP,45-54,NOT_INST,99.69,NORTH,0,12
110347,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,236500,3.99,0.3904,236500,180,NEG_AMM,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,3420,EQUI,655,EXP,55-64,TO_INST,75.15,NORTH,1,39
86217,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,466500,3.99,0.3904,466500,360,NEG_AMM,NOT_INT,NOT_LPSM,578000,SB,PR,HOME,4980,CRIF,670,EXP,45-54,TO_INST,80.71,NORTH,1,47
73176,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,146500,3.99,0.3904,146500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,SR,HOME,6540,EQUI,780,EXP,35-44,TO_INST,75.15,SOUTH,1,39
67789,CF,MALE,NOPRE,L1,NOPC,NOB/C,356500,4.75,0.1307,356500,360,NOT_NEG,NOT_INT,NOT_LPSM,598000,SB,PR,HOME,5340,CRIF,800,EXP,35-44,TO_INST,59.62,SOUTH,0,38
31779,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,506500,3.99,0.3904,506500,240,NOT_NEG,NOT_INT,NOT_LPSM,748000,SB,PR,HOME,4560,CIB,594,CIB,65-74,NOT_INST,67.71,NORTH,1,49
99647,CF,MALE,NOPRE,L1,NOPC,NOB/C,426500,4.56,0.4493,426500,360,NEG_AMM,NOT_INT,NOT_LPSM,578000,SB,PR,HOME,10440,CRIF,560,CIB,35-44,NOT_INST,73.79,NORTH,0,30
